REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,10500,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,10300,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,8800,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,16700,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,14100,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,11200,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,8500,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,3800,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,111100,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,107700,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,110500,,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,106900,,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,115200,,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,131000,,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,129700,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,125400,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,131300,,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,137500,,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,144300,,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,146300,,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,82600,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,75200,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,101200,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,100300,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,107600,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,106500,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,101300,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,114200,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,7100,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,4300,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,5300,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,14200,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,94100,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,101100,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,97600,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,87900,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,91700,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,94800,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,7700,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,10400,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,14900,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,12700,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817958,10.2.3.4.1,21200,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,24300,E,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,19000,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,16100,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,28400,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,20000,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817965,10.2.3.5.1,21900,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,7500,E,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,9400,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,15900,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,12400,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,15600,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818028,10.2.3.14.1,10900,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818035,10.2.3.15.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818042,10.2.3.16.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818049,10.2.3.17.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,108900,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,110700,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,120500,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,117000,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,113300,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818091,10.2.3.23.1,132900,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,123300,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,125900,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,131600,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,128700,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,130000,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818098,10.2.3.24.1,140200,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,75300,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,81900,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,,..,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,,..,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,,..,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818112,10.2.3.26.1,,..,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,405400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,401700,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,381900,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,379900,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,371900,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818301,10.3.2.1.1,340900,,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,35700,E,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,35900,E,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,32400,E,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,31500,E,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,32600,E,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818308,10.3.2.2.1,24000,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,425500,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,411800,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,370100,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,366500,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,354000,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818315,10.3.2.3.1,320000,,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,27900,E,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,35500,E,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,43600,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,51100,E,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,51500,E,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818322,10.3.2.4.1,59000,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,118400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,118100,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,95700,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,96400,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,81100,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818329,10.3.2.5.1,111000,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,25100,E,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,42200,E,,,0
