REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788281,1.2.2.2.4,3.4,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788281,1.2.2.2.4,2.5,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,868800,,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,865300,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,860400,,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,866100,,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,887300,,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788285,1.2.2.3.1,876100,,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,80.2,,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,79.1,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,79.6,,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,78.5,,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,79,,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788288,1.2.2.3.4,76.2,,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,30500,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,31700,E,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,41900,E,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,55700,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,43000,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788292,1.2.2.4.1,43200,E,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,2.8,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,2.9,E,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,3.9,E,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,5,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,3.8,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788295,1.2.2.4.4,3.8,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,99300,,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,91800,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,93400,,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,105100,,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,111400,,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788299,1.2.2.5.1,102300,,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,8.7,,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,8,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,8.2,,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,9.1,,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,9.5,,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788302,1.2.2.5.4,8.5,,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,62600,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,36600,E,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,31200,E,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,38800,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,35400,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788362,1.2.2.14.1,41800,E,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,5.5,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,3.2,E,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,2.7,E,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,3.4,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,3,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788365,1.2.2.14.4,3.5,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,49200,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,45200,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,30900,E,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,37700,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,29000,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788369,1.2.2.15.1,27800,E,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,4.3,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,3.9,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,2.7,E,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,3.3,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,2.5,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788372,1.2.2.15.4,2.3,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,22100,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,22800,E,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,12100,E,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,7600,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,5800,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788376,1.2.2.16.1,,F,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,1.9,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,2,E,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,1.1,E,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,0.7,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,0.5,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788379,1.2.2.16.4,,F,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,52000,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,42200,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,45500,,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,33300,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,35400,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788383,1.2.2.17.1,43500,E,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,4.5,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,3.7,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,4,,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,2.9,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,3,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788386,1.2.2.17.4,3.6,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,885300,,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,933500,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,901300,,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,912700,,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,954100,,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788425,1.2.2.23.1,983700,,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,82.5,,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,86.3,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,84.2,,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,83.6,,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,86.5,,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788428,1.2.2.23.4,87,,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1057900,,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1070200,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1061500,,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1080800,,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1104000,,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788432,1.2.2.24.1,1120100,,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,97.8,,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,97.9,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,98.4,,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,98.1,,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,98.3,,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788435,1.2.2.24.4,97.5,,,,1
2015,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,628500,,,,0
2016,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,635400,,,,0
2017,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,,..,,,0
2018,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,,..,,,0
2019,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,,..,,,0
2020,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788446,1.2.2.26.1,,..,,,0
2015,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,57.2,,,,1
2016,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,58.1,,,,1
2017,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,,..,,,1
2018,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,,..,,,1
2019,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,,..,,,1
2020,Canada (excluding territories),,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788449,1.2.2.26.4,,..,,,1
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,813500,,,,0
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,836400,,,,0
2017,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,823300,,,,0
2018,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,813200,,,,0
2019,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,825200,,,,0
2020,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788453,1.2.3.1.1,862700,,,,0
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,75,,,,1
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,77.1,,,,1
2017,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,75.8,,,,1
2018,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,74.4,,,,1
2019,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,74.3,,,,1
2020,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788456,1.2.3.1.4,74.2,,,,1
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,25800,E,,,0
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,34000,E,,,0
2017,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,36100,E,,,0
2018,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,42800,E,,,0
2019,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,49100,E,,,0
2020,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788460,1.2.3.2.1,45200,E,,,0
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,2.4,E,,,1
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,3.1,E,,,1
2017,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,3.3,E,,,1
2018,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,3.9,E,,,1
2019,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,4.4,E,,,1
2020,Canada (excluding territories),,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788463,1.2.3.2.4,3.9,E,,,1
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,795500,,,,0
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,789200,,,,0
2017,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,752900,,,,0
2018,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,728400,,,,0
2019,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,710800,,,,0
2020,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788467,1.2.3.3.1,694200,,,,0
2015,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788470,1.2.3.3.4,75.6,,,,1
2016,Canada (excluding territories),,12 to 17 years,Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788470,1.2.3.3.4,75.5,,,,1
