REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817769,10.2.2.3.1,103000,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817769,10.2.2.3.1,109100,,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817769,10.2.2.3.1,113800,,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817769,10.2.2.3.1,111200,,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817769,10.2.2.3.1,116100,,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,83,,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,80.2,,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,81.7,,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,81.2,,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,76.8,,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817772,10.2.2.3.4,76.4,,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,8400,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110817776,10.2.2.4.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,,F,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,,F,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,6,E,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,,F,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110817779,10.2.2.4.4,,F,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,11100,E,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,10500,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,10300,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,8800,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,16700,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110817783,10.2.2.5.1,14100,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,8,E,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,7.6,E,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,7.3,E,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,6.1,E,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,11.3,E,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110817786,10.2.2.5.4,9,E,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110817846,10.2.2.14.1,11200,E,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,,F,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,,F,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,,F,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,,F,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,Mood disorder,Percent,Percent,239,units,0,v110817849,10.2.2.14.4,7.2,E,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,8500,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110817853,10.2.2.15.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,6.1,E,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,,F,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,,F,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,,F,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110817856,10.2.2.15.4,,F,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110817860,10.2.2.16.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110817863,10.2.2.16.4,,F,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,3800,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110817867,10.2.2.17.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,,F,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,2.7,E,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,,F,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,,F,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110817870,10.2.2.17.4,,F,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,111100,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,107700,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,110500,,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,106900,,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,115200,,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110817909,10.2.2.23.1,131000,,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,84.9,,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,85.4,,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,84,,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,77.3,,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,83.7,,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110817912,10.2.2.23.4,86.2,,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,129700,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,125400,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,131300,,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,137500,,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,144300,,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110817916,10.2.2.24.1,146300,,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,98.1,,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,97.6,,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,98.3,,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,98.5,,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,99.6,,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110817919,10.2.2.24.4,96.2,,,,1
2015,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,82600,,,,0
2016,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,75200,,,,0
2017,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2018,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2019,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2020,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110817930,10.2.2.26.1,,..,,,0
2015,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,62.1,,,,1
2016,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,56.1,,,,1
2017,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,,..,,,1
2018,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,,..,,,1
2019,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,,..,,,1
2020,Alberta,2016A000248,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110817933,10.2.2.26.4,,..,,,1
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,101200,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,100300,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,107600,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,106500,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,101300,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110817937,10.2.3.1.1,114200,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,77.1,,,,1
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,75.4,,,,1
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,79.6,,,,1
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,77.8,,,,1
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,71.9,,,,1
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110817940,10.2.3.1.4,76.1,,,,1
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,,F,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,7100,E,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,4300,E,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,5300,E,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,14200,E,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110817944,10.2.3.2.1,,F,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,,F,,,1
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,5.4,E,,,1
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,3.2,E,,,1
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,3.9,E,,,1
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,10.1,E,,,1
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110817947,10.2.3.2.4,,F,,,1
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,94100,,,,0
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,101100,,,,0
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,97600,,,,0
2018,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,87900,,,,0
2019,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,91700,,,,0
2020,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110817951,10.2.3.3.1,94800,,,,0
2015,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817954,10.2.3.3.4,74.4,,,,1
2016,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817954,10.2.3.3.4,78.4,,,,1
2017,Alberta,2016A000248,12 to 17 years,Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110817954,10.2.3.3.4,73.2,,,,1
